id,lat,lon,Target
ID_5Z5LZ,6.35555188793331,-2.142433891592575,0
ID_Cu2Ud,5.58097,-0.6940211,1
ID_JVaH3,7.193256684416685,-1.491957914209859,0
ID_ATy9M,5.5255294,-0.7955779,1
ID_7rPxd,6.490726075067307,-1.923194793416397,0
ID_ntOeR,6.7839875,-2.8620923,1
ID_ihxBD,10.36477792074591,-1.318240040928725,0
ID_Rh6v7,6.7555776,-2.8570864,1
ID_6he6Q,6.046396643335957,-1.369427489186024,0
ID_AaFw3,6.765928,-2.9024901,1
ID_5HVcl,9.845227263792728,-0.218600421397374,0
ID_Rc2pN,6.638387,-1.9635464,1
ID_ZQkF6,10.77809713767472,-2.486903331868782,0
ID_B4j9Q,6.873675,-3.125163,1
ID_AnDv1,7.475468462278523,-2.315473752283731,0
ID_PG7KY,6.757273,-2.8641694,1
ID_pjXeg,7.125127230927879,-2.606983652710906,0
ID_wapky,5.5806327,-0.69259346,1
ID_C2jTR,6.015475276444665,-1.25836167372276,0
ID_cI1Dj,6.683016,-2.8984246,1
ID_xFRaZ,8.67988003836909,-1.837868694719605,0
ID_oMXm9,6.7742143,-2.8699858,1
ID_XfRmu,7.173678978835252,-1.506820327984272,0
ID_glJLC,6.62724,-2.1217353,1
ID_15LZz,6.839801555536082,-1.262416418076009,0
ID_MTo5B,6.7068486,-2.8696628,1
ID_tYdgm,6.56768675811564,-1.983974010350914,0
ID_ZVh9p,6.6335917,-2.1194422,1
ID_d5aqi,10.855656707524105,-2.554676661650728,0
ID_C3OEa,6.234484,-2.7348046,1
ID_nXZAG,11.017187144211062,-0.301441255342749,0
ID_Xnu2w,6.7045426,-2.0096583,1
ID_GBsQQ,5.537731956412091,-1.300617178084202,0
ID_6r9d4,6.61465,-2.3724065,1
ID_VSQDF,8.860663695573164,-0.24048938863889,0
ID_li4Dm,6.704212,-2.0087624,1
ID_7zqwy,8.264848958979211,-1.671271227491695,0
ID_MDSnH,6.7687755,-2.8627768,1
ID_Y5YoA,9.848453002678822,-0.178231201976316,0
ID_Hn38r,6.759626,-2.8510447,1
ID_X6yWW,6.189929468767925,-0.932351834483551,0
ID_MEl9A,6.248853,-2.7615829,1
ID_hKQ49,6.721517632683275,-0.976695528482451,0
ID_A2a4Q,6.9081397,-3.1087298,1
ID_i07QB,7.076206332179373,-2.807204281236378,0
ID_kOOKD,6.7066703,-2.869483,1
ID_WYG0C,11.077692825707569,-0.320002173008557,0
ID_Pdg1r,6.683446,-2.8925502,1
ID_P9jf3,6.470116375274634,-2.811933702135713,0
ID_fx1AS,5.5811486,-0.69420075,1
ID_lnCjg,5.799219984479492,-1.707828217981228,0
ID_fcr8K,6.75825,-2.856603,1
ID_lcuzs,7.194933514476658,-2.496198860014118,0
ID_xTMLR,5.587971,-0.8993359,1
ID_xetu8,7.858075673324272,-1.834528489348296,0
ID_568ry,6.767136,-2.8715549,1
ID_fuOm1,6.560153773225627,-2.726805586185277,0
ID_wQwDi,6.7547746,-2.8641417,1
ID_zevNW,7.158427806216691,-2.339987007407893,0
ID_cz9jr,6.7826705,-2.8596573,1
ID_b8qEI,6.488628332296625,-0.787394441882593,0
ID_mne2U,6.7688217,-2.8582923,1
ID_Z0o8v,5.3842176087831,-1.848186269662674,0
ID_q2OPL,6.782143,-2.8624978,1
ID_u0Qw9,9.946680942310769,-2.019904701401667,0
ID_w5iT1,6.7589755,-2.8488524,1
ID_Rq0rs,6.773466001277549,-2.312047309770412,0
ID_5VeNu,6.764676,-2.8771973,1
ID_5krCB,7.199105032914194,-1.61538032737086,0
ID_B62L3,5.5816746,-0.69483185,1
ID_y5O5V,10.812321538729746,-1.284270821339465,0
ID_RJiPW,6.3370624,-2.667994,1
ID_9Paej,6.407734223327535,0.441550612869764,0
ID_Ycv63,6.7814546,-2.8571222,1
ID_2W9cE,6.122838636532802,-1.356336793309542,0
ID_bJ2Ue,6.2348623,-2.7346952,1
ID_6mUkt,6.556093541755208,-0.500246875456091,0
ID_8aUkt,6.7051044,-2.0096607,1
ID_fJnG0,10.219308752849152,-2.130109632439611,0
ID_tg4S1,6.756937,-2.85814,1
ID_XDRSJ,6.314857279624741,-0.540050184014455,0
ID_0Lul9,6.7781444,-2.867168,1
ID_oUFtR,6.132179604911713,-1.242459707958568,0
ID_anUn6,6.7702365,-2.8613024,1
ID_z66A2,6.121103929911887,-2.80487517550818,0
ID_77Yre,6.775506,-2.9019551,1
ID_WgN3N,9.391662853867093,-0.612822925704012,0
ID_8JHHx,6.782314,-2.859298,1
